ID,store_ID,posSystem_ID,article_ID,detectedOn,pattern,severity,criticality,state,anomalyScore,cancellationRate,baselineRate,valueAtRisk,currency_code,evidence,recommendedAction
SA-000414,HAM01,PF-HAM01,AR00120,2026-04-02,STOCK_VARIANCE,MEDIUM,2,OPEN,32.11,0.2353,0.386,8,EUR,Counted stock runs 12.5% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000415,WDF02,PF-WDF02,AR00021,2026-03-26,RFID_MISREAD,MEDIUM,2,OPEN,32.02,1,0.6981,27.3,EUR,"Cancellation rate 100.0% against a network baseline of 69.8% for this article (3 events, 7 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000416,HAM01,SM-HAM01,AR00010,2026-04-09,STOCK_VARIANCE,MEDIUM,2,OPEN,32.02,0.06,0.1132,6,EUR,Counted stock runs 13.3% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000417,WDF01,PF02,AR00292,2026-06-27,STOCK_VARIANCE,MEDIUM,2,OPEN,32,0.25,0.2297,8.8,EUR,"Counted stock runs 12.2% below book stock across 21 daily counts. Cancellation rate 25.0% against a network baseline of 23.0% for this article (4 events, 4 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000418,WDF02,PF-WDF02,AR90018,2026-06-12,STOCK_VARIANCE,MEDIUM,2,OPEN,32,0.1143,0.1932,7.8,EUR,Counted stock runs 12.5% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000419,WDF01,PF02,AR00111,2026-03-12,STOCK_VARIANCE,MEDIUM,2,OPEN,31.96,0.1875,0.3148,7.5,EUR,Counted stock runs 12.6% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000420,MUC01,PF-MUC01,AR90053,2026-03-29,STOCK_VARIANCE,MEDIUM,2,OPEN,31.81,0.5333,0.4273,16,EUR,"Counted stock runs 10.3% below book stock across 21 daily counts. Cancellation rate 53.3% against a network baseline of 42.7% for this article (3 events, 8 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000421,MUC01,PF-MUC01,AR90029,2026-03-30,STOCK_VARIANCE,MEDIUM,2,OPEN,31.77,0.3077,0.2432,6.4,EUR,"Counted stock runs 12.9% below book stock across 21 daily counts. Cancellation rate 30.8% against a network baseline of 24.3% for this article (3 events, 4 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000422,STR01,PF-STR01,AR00214,2026-05-31,STOCK_VARIANCE,MEDIUM,2,OPEN,31.75,0.4286,0.4902,3,EUR,Counted stock runs 14.9% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000423,WDF01,PF02,AR00276,2026-05-25,STOCK_VARIANCE,MEDIUM,2,OPEN,31.69,0.2381,0.1886,24,EUR,"Counted stock runs 9.0% below book stock across 21 daily counts. Cancellation rate 23.8% against a network baseline of 18.9% for this article (9 events, 9.999 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000424,MUC01,PF-MUC01,AR00227,2026-07-02,RFID_MISREAD,MEDIUM,2,OPEN,31.69,1,0.7826,71.4,EUR,"Cancellation rate 100.0% against a network baseline of 78.3% for this article (4 events, 6 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000425,WDF02,PF-WDF02,AR00115,2026-02-23,STOCK_VARIANCE,MEDIUM,2,OPEN,31.67,0.75,0.6452,21,EUR,"Counted stock runs 9.4% below book stock across 21 daily counts. Cancellation rate 75.0% against a network baseline of 64.5% for this article (3 events, 6 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000426,WDF01,SM01,AR90011,2026-03-27,STOCK_VARIANCE,MEDIUM,2,OPEN,31.65,0.18,0.2277,8.04,EUR,Counted stock runs 12.2% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000427,STR01,PF-STR01,AR90014,2026-06-30,STOCK_VARIANCE,MEDIUM,2,OPEN,31.61,0.1818,0.1806,10.2,EUR,"Counted stock runs 11.5% below book stock across 21 daily counts. Cancellation rate 18.2% against a network baseline of 18.1% for this article (4 events, 6 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000428,WDF01,PF02,AR00157,2026-06-06,STOCK_VARIANCE,MEDIUM,2,OPEN,31.52,0.3103,0.3097,34.2,EUR,"Counted stock runs 7.9% below book stock across 21 daily counts. Cancellation rate 31.0% against a network baseline of 31.0% for this article (9 events, 9 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000429,MUC01,PF-MUC01,AR00416,2026-06-25,RFID_MISREAD,MEDIUM,2,OPEN,31.48,0.7143,0.4571,10,EUR,"Cancellation rate 71.4% against a network baseline of 45.7% for this article (3 events, 5 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000430,WDF01,SM01,AR90039,2026-02-08,STOCK_VARIANCE,MEDIUM,2,OPEN,31.45,0.0345,0.056,9,EUR,Counted stock runs 11.8% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000431,STR01,PF-STR01,AR00220,2026-04-03,STOCK_VARIANCE,MEDIUM,2,OPEN,31.43,0.5,0.3349,7,EUR,"Counted stock runs 12.5% below book stock across 21 daily counts. Cancellation rate 50.0% against a network baseline of 33.5% for this article (3 events, 7 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000432,MUC01,PF-MUC01,AR00436,2026-03-30,RFID_MISREAD,MEDIUM,2,OPEN,31.3,1,0.7273,34.8,EUR,"Cancellation rate 100.0% against a network baseline of 72.7% for this article (4 events, 8 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000433,STR01,SM-STR01,AR00294,2026-02-24,STOCK_VARIANCE,MEDIUM,2,OPEN,31.27,0.3333,0.2529,11,EUR,"Counted stock runs 11.1% below book stock across 21 daily counts. Cancellation rate 33.3% against a network baseline of 25.3% for this article (3 events, 5 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000434,HAM01,PF-HAM01,AR00027,2026-06-08,STOCK_VARIANCE,MEDIUM,2,OPEN,31.21,0.2727,0.705,7.2,EUR,Counted stock runs 12.3% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000435,MUC01,PF-MUC01,AR00454,2026-06-07,RFID_MISREAD,MEDIUM,2,OPEN,31.13,0.5455,0.3704,17.4,EUR,"Cancellation rate 54.5% against a network baseline of 37.0% for this article (3 events, 6 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000436,STR01,PF-STR01,AR00212,2026-06-01,RFID_MISREAD,MEDIUM,2,OPEN,31.12,0.8,0.5652,25.6,EUR,"Cancellation rate 80.0% against a network baseline of 56.5% for this article (3 events, 8 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000437,BLN01,SM-BLN01,AR00213,2026-04-25,STOCK_VARIANCE,MEDIUM,2,OPEN,31.11,0.0784,0.2071,4.8,EUR,Counted stock runs 13.3% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000438,WDF01,PF02,AR00009,2026-06-26,STOCK_VARIANCE,MEDIUM,2,OPEN,31.1,0.1798,0.1353,15.99,EUR,"Counted stock runs 9.9% below book stock across 21 daily counts. Cancellation rate 18.0% against a network baseline of 13.5% for this article (10 events, 15.999 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000439,STR01,PF-STR01,AR00381,2026-06-08,RFID_MISREAD,MEDIUM,2,OPEN,31.06,0.9167,0.6829,41.25,EUR,"Cancellation rate 91.7% against a network baseline of 68.3% for this article (4 events, 11 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000440,WDF01,SM01,AR90016,2026-02-27,STOCK_VARIANCE,MEDIUM,2,OPEN,30.98,0.32,0.3585,10.18,EUR,Counted stock runs 11.1% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000441,WDF01,PF02,AR00026,2026-04-09,STOCK_VARIANCE,MEDIUM,2,OPEN,30.95,0.2424,0.2759,9.6,EUR,Counted stock runs 11.3% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000442,WDF01,PF02,AR00208,2026-02-10,STOCK_VARIANCE,MEDIUM,2,OPEN,30.92,0.1563,0.1728,2.5,EUR,Counted stock runs 14.8% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000443,WDF01,SM01,AR00213,2026-01-03,STOCK_VARIANCE,MEDIUM,2,OPEN,30.83,0.0857,0.2071,3.6,EUR,Counted stock runs 13.9% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000444,WDF01,PF02,AR90016,2026-04-27,STOCK_VARIANCE,MEDIUM,2,OPEN,30.77,0.3462,0.3585,9.75,EUR,Counted stock runs 11.1% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000445,HAM01,PF-HAM01,AR00166,2026-04-24,STOCK_VARIANCE,MEDIUM,2,OPEN,30.62,0.2963,0.3253,30.4,EUR,Counted stock runs 7.7% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000446,MUC01,PF-MUC01,AR00210,2026-05-18,STOCK_VARIANCE,MEDIUM,2,OPEN,30.58,0.2778,0.2629,6,EUR,"Counted stock runs 12.4% below book stock across 21 daily counts. Cancellation rate 27.8% against a network baseline of 26.3% for this article (3 events, 5 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000447,HAM01,PF-HAM01,AR90030,2026-06-16,STOCK_VARIANCE,MEDIUM,2,OPEN,30.53,0.25,0.3016,9.6,EUR,Counted stock runs 11.0% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000448,STR01,PF-STR01,AR00023,2026-06-19,RFID_MISREAD,MEDIUM,2,OPEN,30.49,0.9231,0.6491,21.6,EUR,"Cancellation rate 92.3% against a network baseline of 64.9% for this article (5 events, 12 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000449,HAM01,PF-HAM01,AR00161,2026-06-22,STOCK_VARIANCE,MEDIUM,2,OPEN,30.47,0.2439,0.3434,38,EUR,Counted stock runs 6.9% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000450,HAM01,PF-HAM01,AR00240,2026-06-25,STOCK_VARIANCE,MEDIUM,2,OPEN,30.41,0.0566,0.1408,17.1,EUR,Counted stock runs 9.3% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000451,WDF02,PF-WDF02,AR00420,2026-03-19,RFID_MISREAD,MEDIUM,2,OPEN,30.39,1,0.6818,15.6,EUR,"Cancellation rate 100.0% against a network baseline of 68.2% for this article (3 events, 6 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000452,WDF02,PF-WDF02,AR00087,2026-07-03,RFID_MISREAD,MEDIUM,2,OPEN,30.33,1,0.6731,13.5,EUR,"Cancellation rate 100.0% against a network baseline of 67.3% for this article (4 events, 9 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000453,WDF01,PF02,AR90031,2026-04-06,STOCK_VARIANCE,MEDIUM,2,OPEN,30.29,0.125,0.2075,4.8,EUR,Counted stock runs 12.8% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000454,WDF01,PF02,AR90037,2026-05-26,STOCK_VARIANCE,MEDIUM,2,OPEN,30.17,0.1395,0.1389,9,EUR,"Counted stock runs 11.0% below book stock across 21 daily counts. Cancellation rate 14.0% against a network baseline of 13.9% for this article (6 events, 6 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000455,WDF01,MOB1,AR00138,2026-05-10,STOCK_VARIANCE,MEDIUM,2,OPEN,30.14,0.0698,0.1773,6,EUR,Counted stock runs 12.1% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000456,MUC01,PF-MUC01,AR00001,2026-06-03,STOCK_VARIANCE,MEDIUM,2,OPEN,30.1,0.1316,0.1783,5,EUR,Counted stock runs 12.6% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000457,HAM01,SM-HAM01,AR90036,2026-06-01,STOCK_VARIANCE,MEDIUM,2,OPEN,30.1,0.0714,0.108,8.5,EUR,Counted stock runs 11.1% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000458,STR01,PF-STR01,AR00221,2026-05-24,STOCK_VARIANCE,MEDIUM,2,OPEN,30.09,0.3333,0.2578,3,EUR,"Counted stock runs 13.9% below book stock across 21 daily counts. Cancellation rate 33.3% against a network baseline of 25.8% for this article (3 events, 3 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000459,WDF02,PF-WDF02,AR00365,2026-07-03,RFID_MISREAD,LOW,3,OPEN,29.98,0.8889,0.6545,30,EUR,"Cancellation rate 88.9% against a network baseline of 65.5% for this article (5 events, 8 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000460,STR01,PF-STR01,AR00405,2026-05-05,STOCK_VARIANCE,LOW,3,OPEN,29.93,0.4167,0.3556,6,EUR,"Counted stock runs 12.0% below book stock across 21 daily counts. Cancellation rate 41.7% against a network baseline of 35.6% for this article (3 events, 5 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000461,MUC01,PF-MUC01,AR00096,2026-05-18,RFID_MISREAD,LOW,3,OPEN,29.86,0.8571,0.6667,47.4,EUR,"Cancellation rate 85.7% against a network baseline of 66.7% for this article (6 events, 12 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000462,WDF01,MOB1,AR90039,2026-02-08,STOCK_VARIANCE,LOW,3,OPEN,29.59,0.0233,0.056,6,EUR,Counted stock runs 11.8% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000463,HAM01,PF-HAM01,AR00209,2026-06-30,STOCK_VARIANCE,LOW,3,OPEN,29.45,0.1667,0.3586,4,EUR,Counted stock runs 12.8% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000464,HAM01,PF-HAM01,AR00094,2026-05-05,STOCK_VARIANCE,LOW,3,OPEN,29.11,0.2121,0.8389,2.1,EUR,Counted stock runs 14.1% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000465,WDF01,MOB1,AR90031,2026-02-23,STOCK_VARIANCE,LOW,3,OPEN,29.08,0.0968,0.2075,3.6,EUR,Counted stock runs 12.8% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000466,WDF01,PF02,AR90035,2026-02-24,STOCK_VARIANCE,LOW,3,OPEN,29.07,0.15,0.248,5.1,EUR,Counted stock runs 11.9% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000467,STR01,PF-STR01,AR00331,2026-06-16,RFID_MISREAD,LOW,3,OPEN,28.99,1,0.8444,78,EUR,"Cancellation rate 100.0% against a network baseline of 84.4% for this article (3 events, 4 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000468,HAM01,PF-HAM01,AR00331,2026-03-07,RFID_MISREAD,LOW,3,OPEN,28.96,0.8571,0.8444,234,EUR,"Cancellation rate 85.7% against a network baseline of 84.4% for this article (4 events, 12 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000469,MUC01,PF-MUC01,AR00306,2026-06-12,RFID_MISREAD,LOW,3,OPEN,28.91,0.9333,0.7727,65.8,EUR,"Cancellation rate 93.3% against a network baseline of 77.3% for this article (6 events, 14 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000470,STR01,PF-STR01,AR00129,2026-05-04,STOCK_VARIANCE,LOW,3,OPEN,28.82,0.5556,0.4651,7,EUR,"Counted stock runs 10.9% below book stock across 21 daily counts. Cancellation rate 55.6% against a network baseline of 46.5% for this article (4 events, 5 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000471,HAM01,PF-HAM01,AR00319,2026-06-25,STOCK_VARIANCE,LOW,3,OPEN,28.82,0.1739,0.2102,9.6,EUR,Counted stock runs 10.0% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000472,WDF01,PF02,AR00293,2026-01-13,STOCK_VARIANCE,LOW,3,OPEN,28.81,0.2667,0.2857,8.8,EUR,Counted stock runs 10.3% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000473,HAM01,PF-HAM01,AR00321,2026-06-05,STOCK_VARIANCE,LOW,3,OPEN,28.81,0.1786,0.252,6,EUR,Counted stock runs 11.3% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000474,HAM01,PF-HAM01,AR00381,2026-06-23,RFID_MISREAD,LOW,3,OPEN,28.73,1,0.6829,11.25,EUR,"Cancellation rate 100.0% against a network baseline of 68.3% for this article (3 events, 3 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000475,WDF01,PF02,AR00159,2026-03-04,STOCK_VARIANCE,LOW,3,OPEN,28.63,0.32,0.2558,30.4,EUR,"Counted stock runs 6.5% below book stock across 21 daily counts. Cancellation rate 32.0% against a network baseline of 25.6% for this article (8 events, 8 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000476,WDF01,PF02,AR00160,2026-04-27,STOCK_VARIANCE,LOW,3,OPEN,28.57,0.2593,0.2093,26.6,EUR,"Counted stock runs 6.8% below book stock across 21 daily counts. Cancellation rate 25.9% against a network baseline of 20.9% for this article (7 events, 7 units).",Schedule a cycle count and check the shelf for concealed removals.
SA-000477,HAM01,SM-HAM01,AR00104,2026-05-06,BASKET_ABANDONED,LOW,3,OPEN,28.43,1,0.697,13,EUR,"Cancellation rate 100.0% against a network baseline of 69.7% for this article (3 events, 5 units).",Review basket abandonment at this terminal with the shift lead.
SA-000478,WDF02,SM-WDF02,AR00087,2026-03-13,BASKET_ABANDONED,LOW,3,OPEN,28.39,1,0.6731,9,EUR,"Cancellation rate 100.0% against a network baseline of 67.3% for this article (3 events, 6 units).",Review basket abandonment at this terminal with the shift lead.
SA-000479,STR01,PF-STR01,AR00087,2026-05-12,RFID_MISREAD,LOW,3,OPEN,28.39,1,0.6731,9,EUR,"Cancellation rate 100.0% against a network baseline of 67.3% for this article (3 events, 6 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000480,HAM01,PF-HAM01,AR00095,2026-06-24,STOCK_VARIANCE,LOW,3,OPEN,28.34,0.2813,0.375,23.4,EUR,Counted stock runs 7.1% below book stock across 21 daily counts.,Schedule a cycle count and check the shelf for concealed removals.
SA-000481,STR01,PF-STR01,AR00131,2026-06-26,RFID_MISREAD,LOW,3,OPEN,28.28,1,0.7941,41.4,EUR,"Cancellation rate 100.0% against a network baseline of 79.4% for this article (4 events, 6 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000482,MUC01,PF-MUC01,AR00050,2026-05-29,RFID_MISREAD,LOW,3,OPEN,28.26,1,0.8929,103.2,EUR,"Cancellation rate 100.0% against a network baseline of 89.3% for this article (5 events, 8 units).",Re-tag the facing and run an RFID read test at the gate antenna.
SA-000483,HAM01,PF-HAM01,AR00221,2026-06-25,STOCK_VARIANCE,LOW,3,OPEN,28.2,0.3667,0.2578,11,EUR,"Counted stock runs 9.2% below book stock across 21 daily counts. Cancellation rate 36.7% against a network baseline of 25.8% for this article (5 events, 11 units).",Schedule a cycle count and check the shelf for concealed removals.
